Time,Signal
0,2.103328493
0.007174715,2.134500747
0.01434943,2.134459348
0.021524144,2.002612358
0.028698859,2.066857192
0.035873574,2.127134392
0.043048289,2.081636772
0.050223003,2.142932592
0.057397718,2.002144583
0.064572433,2.053569625
0.071747148,2.027014343
0.078921863,2.129173333
0.086096577,2.016358646
0.093271292,2.07218693
0.100446007,2.105804636
0.107620722,2.017354189
0.114795436,2.059420072
0.121970151,2.111395517
0.129144866,2.149814036
0.136319581,2.142523565
0.143494296,2.056420135
0.15066901,2.070152693
0.157843725,2.163534925
0.16501844,2.11372189
0.172193155,2.162209571
0.179367869,2.033060529
0.186542584,2.035153643
0.193717299,2.124596797
0.200892014,2.153727447
0.208066728,2.00546891
0.215241443,2.030201873
0.222416158,2.069347005
0.229590873,2.019031712
0.236765588,2.066788759
0.243940302,2.161701561
0.251115017,2.013034826
0.258289732,2.039532511
0.265464447,2.128410098
0.272639161,2.050461439
0.279813876,2.035536353
0.286988591,2.017134827
0.294163306,2.155502665
0.301338021,2.09379035
0.308512735,2.129430206
0.31568745,2.097704019
0.322862165,2.158566259
0.33003688,2.105041491
0.337211594,2.14310785
0.344386309,2.155440337
0.351561024,2.065628452
0.358735739,2.028759002
0.365910454,2.107101121
0.373085168,2.065084346
0.380259883,2.071776476
0.387434598,2.148747264
0.394609313,2.012731805
0.401784027,2.113354468
0.408958742,2.006940955
0.416133457,2.049598751
0.423308172,2.036202256
0.430482887,2.056473378
0.437657601,2.060048533
0.444832316,2.073981276
0.452007031,2.042138092
0.459181746,2.157551287
0.46635646,2.038462199
0.473531175,2.089940892
0.48070589,2.00798101
0.487880605,2.003438468
0.49505532,2.064139219
0.502230034,2.109727891
0.509404749,2.039654415
0.516579464,2.104370158
0.523754179,2.034139379
0.530928893,2.135128967
0.538103608,2.096146407
0.545278323,2.151045483
0.552453038,2.131197841
0.559627752,2.012446384
0.566802467,2.015888509
0.573977182,2.059337175
0.581151897,2.07738005
0.588326612,2.119589696
0.595501326,2.011145407
0.602676041,2.08389249
0.609850756,2.113969142
0.617025471,2.082010968
0.624200185,2.01337049
0.6313749,2.148685765
0.638549615,2.003818669
0.64572433,2.020304544
0.652899045,2.087737593
0.660073759,2.060132078
0.667248474,2.143750766
0.674423189,2.137735305
0.681597904,2.15065685
0.688772618,2.008856262
0.695947333,2.122064007
0.703122048,2.153813669
0.710296763,2.065392258
0.717471478,2.117907933
0.724646192,2.156647882
0.731820907,2.034113366
0.738995622,2.137017218
0.746170337,2.102195327
0.753345051,2.026760713
0.760519766,2.128140399
0.767694481,2.080022584
0.774869196,2.105063194
0.782043911,2.09394539
0.789218625,2.0735084
0.79639334,2.079923347
0.803568055,2.080945664
0.81074277,2.048085112
0.817917484,2.00876387
0.825092199,2.104285333
0.832266914,2.130823401
0.839441629,2.008513926
0.846616343,2.002338633
0.853791058,2.095773245
0.860965773,2.122042902
0.868140488,2.014112661
0.875315203,2.106765196
0.882489917,2.146951527
0.889664632,2.118750212
0.896839347,2.165757382
0.904014062,2.157637143
0.911188776,2.056127181
0.918363491,2.152302414
0.925538206,2.12589167
0.932712921,2.077993422
0.939887636,2.062687542
0.94706235,2.037637028
0.954237065,2.018742659
0.96141178,2.032759175
0.968586495,2.06363998
0.975761209,2.159217725
0.982935924,2.160775659
0.990110639,2.155009077
0.997285354,2.086482337
1.004460069,2.161546354
1.011634783,2.015905441
1.018809498,2.113844328
