Time,Signal
0,2.059061557
0.042036511,2.667874809
0.084073021,2.204619916
0.126109532,2.684325283
0.168146042,2.807482662
0.210182553,2.040889109
0.252219064,2.669727167
0.294255574,2.756487878
0.336292085,2.12101956
0.378328595,2.513813667
0.420365106,2.321597628
0.462401617,2.681129867
0.504438127,2.470336131
0.546474638,2.595515001
0.588511148,2.740979355
0.630547659,2.539382949
0.67258417,2.495115581
0.71462068,2.553197232
0.756657191,2.416000087
0.798693701,2.306238499
0.840730212,2.818248997
0.882766723,2.018305905
0.924803233,2.602163981
0.966839744,2.209742061
1.008876254,2.354747666
1.050912765,2.129896795
1.092949276,2.169043789
1.134985786,2.159489239
1.177022297,2.225656882
1.219058807,2.438723485
1.261095318,2.126748085
1.303131829,2.290787245
1.345168339,2.605692696
1.38720485,2.278419184
1.42924136,2.134445935
1.471277871,2.318535761
1.513314382,2.80426798
1.555350892,2.28483156
1.597387403,2.432358688
1.639423913,2.274147705
1.681460424,2.434823836
1.723496935,2.130896187
1.765533445,2.776570339
1.807569956,3.003064441
1.849606466,3.900072639
1.891642977,14.69529977
1.933679488,72.64943115
1.975715998,133.0118855
2.017752509,74.42926985
2.059789019,34.77516401
2.10182553,17.11827978
2.143862041,8.987705717
2.185898551,5.484096873
2.227935062,3.722918442
2.269971572,3.242069176
2.312008083,2.758861393
2.354044594,2.157208177
2.396081104,2.347685483
2.438117615,2.372258441
2.480154125,2.719222186
2.522190636,2.48708283
2.564227147,2.037732635
2.606263657,2.456563161
2.648300168,2.675881791
2.690336678,2.493027797
2.732373189,2.758441858
2.7744097,2.134571739
2.81644621,2.177425677
2.858482721,2.489264192
2.900519231,2.188051331
2.942555742,2.742888291
2.984592253,2.63680846
3.026628763,2.554102201
3.068665274,2.318381463
3.110701784,2.420585463
3.152738295,2.454515376
3.194774805,2.606962755
3.236811316,2.563832044
3.278847827,2.126466232
3.320884337,2.276293337
3.362920848,2.671182983
3.404957358,2.470548087
3.446993869,2.073986309
3.48903038,2.715985549
3.53106689,2.346481647
3.573103401,2.190205523
3.615139911,2.720098673
3.657176422,2.535377387
3.699212933,2.783927546
3.741249443,2.745605456
3.783285954,2.499904159
3.825322464,2.263695952
3.867358975,2.795457618
3.909395486,2.639773752
3.951431996,2.441564124
3.993468507,2.055457584
4.035505017,2.502800212
4.077541528,2.025916529
4.119578039,2.55605074
4.161614549,2.516586111
4.20365106,2.410243558
4.24568757,2.196011336
4.287724081,2.182923846
4.329760592,2.260093148
4.371797102,2.051202276
4.413833613,2.7270016
4.455870123,2.599283086
4.497906634,2.006342624
4.539943145,2.219339887
4.581979655,2.265517704
4.624016166,2.232282613
4.666052676,2.225257629
4.708089187,2.828841505
4.750125698,2.989264876
4.792162208,3.22544868
4.834198719,4.192089536
4.876235229,6.77076867
4.91827174,14.53156783
4.960308251,36.47822332
5.002344761,91.3917609
5.044381272,187.4304126
5.086417782,217.7561593
5.128454293,138.0663257
5.170490804,70.41414721
5.212527314,34.74816829
5.254563825,17.82032558
5.296600335,10.22633558
5.338636846,5.752249334
5.380673357,4.224818623
5.422709867,3.071255066
5.464746378,2.654974785
5.506782888,2.539223682
5.548819399,2.700840318
5.59085591,2.521204166
5.63289242,2.321148774
5.674928931,2.005114628
5.716965441,2.00230264
5.759001952,2.410494337
5.801038463,2.533304944
5.843074973,2.511262932
5.885111484,2.691251784
5.927147994,2.598542265
5.969184505,2.720890315
6.011221016,2.398552155
6.053257526,2.055169275
6.095294037,2.158950227
6.137330547,2.710052806
6.179367058,2.071404573
6.221403569,2.574518006
6.263440079,2.376270899
6.30547659,2.465979872
6.3475131,2.00317009
6.389549611,2.113347909
6.431586122,2.120242377
6.473622632,2.827849307
6.515659143,2.483472102
6.557695653,2.140426473
6.599732164,2.643942703
6.641768675,2.208058596
6.683805185,2.50026818
6.725841696,2.515875357
6.767878206,2.740559518
6.809914717,2.263057591
6.851951228,2.525883962
6.893987738,2.118857498
6.936024249,2.283670815
6.978060759,2.46764663
7.02009727,2.636325269
7.062133781,2.340818271
7.104170291,2.401880326
7.146206802,2.624357121
7.188243312,2.36814609
7.230279823,2.740677073
7.272316334,2.2679699
7.314352844,2.4530807
7.356389355,2.822866772
7.398425865,2.375348974
7.440462376,2.633751818
7.482498887,2.313062038
7.524535397,2.043670569
7.566571908,2.639034271
7.608608418,2.67263558
7.650644929,2.056509113
7.69268144,2.320312042
7.73471795,2.649903525
7.776754461,2.658474091
7.818790971,2.034539173
7.860827482,2.612821886
7.902863993,2.469915578
7.944900503,2.288932695
7.986937014,2.405240737
8.028973524,2.541592042
8.071010035,2.667884262
8.113046546,2.548537598
8.155083056,2.343606278
8.197119567,2.075089865
8.239156077,2.363686627
8.281192588,2.036042842
8.323229099,2.466666076
8.365265609,2.10370045
8.40730212,2.810347957
8.44933863,2.397358562
8.491375141,2.380803273
8.533411652,2.750982578
8.575448162,2.264046622
8.617484673,2.518949113
8.659521183,2.295570114
8.701557694,2.62492654
8.743594205,2.27108443
8.785630715,2.474761775
8.827667226,2.06044177
8.869703736,2.568698621
8.911740247,2.237983049
8.953776758,2.583393691
8.995813268,2.097565857
9.037849779,2.124113228
9.079886289,2.261026178
9.1219228,2.792083326
9.163959311,2.255567812
9.205995821,2.543778369
9.248032332,2.483402308
9.290068842,2.783350768
9.332105353,2.124248297
9.374141863,2.362429251
9.416178374,2.140602093
9.458214885,2.825771778
9.500251395,2.045559519
9.542287906,2.591649994
9.584324416,2.449258029
9.626360927,2.105073661
9.668397438,2.801168726
9.710433948,2.59773363
9.752470459,2.393833417
9.794506969,2.173151458
9.83654348,2.500411844
9.878579991,3.101850191
9.920616501,2.906180611
9.962653012,3.753206151
10.00468952,4.851407717
10.04672603,6.651384273
10.08876254,10.64929602
10.13079905,16.56363197
10.17283556,27.48465612
10.21487208,42.14682827
10.25690859,56.90993956
10.2989451,61.60647316
10.34098161,53.28664601
10.38301812,41.11296971
10.42505463,29.74391345
10.46709114,20.54151171
10.50912765,14.49045629
10.55116416,10.95049679
10.59320067,8.41171411
10.63523718,6.21151488
10.67727369,4.892479209
10.7193102,4.440264726
10.76134671,3.396414836
10.80338322,2.934665911
10.84541973,3.160159125
10.88745625,2.588072268
10.92949276,2.482622639
10.97152927,2.849715623
11.01356578,2.287690101
11.05560229,2.384958451
11.0976388,2.305069889
11.13967531,2.696748914
11.18171182,2.723774064
11.22374833,2.237652275
11.26578484,2.631683646
11.30782135,2.41791806
11.34985786,2.34822374
11.39189437,2.015355836
11.43393088,2.663715092
11.47596739,2.81240323
11.5180039,2.143508017
11.56004041,2.783211662
11.60207693,2.158083479
11.64411344,2.252406169
11.68614995,2.599020143
11.72818646,2.441671196
11.77022297,2.337510802
11.81225948,2.38558662
11.85429599,2.278404643
11.8963325,2.292052149
11.93836901,2.642314472
11.98040552,2.349507925
12.02244203,2.167772372
12.06447854,2.192705768
12.10651505,2.127286086
12.14855156,2.673093173
12.19058807,2.229565381
12.23262458,2.389416619
12.27466109,2.798962384
12.31669761,2.266840543
12.35873412,2.623218562
12.40077063,2.425605636
12.44280714,2.572589462
12.48484365,2.780454486
12.52688016,2.026734708
12.56891667,2.14592408
12.61095318,2.768426774
12.65298969,2.2530031
12.6950262,2.459955816
12.73706271,2.148043701
12.77909922,2.755367835
12.82113573,2.42964452
12.86317224,2.458105467
12.90520875,2.438691224
12.94724526,2.734299867
12.98928177,2.5485687
13.03131829,2.30515787
13.0733548,2.816129648
13.11539131,2.186723398
13.15742782,2.133680963
13.19946433,2.261833667
13.24150084,2.193426783
13.28353735,2.288847098
13.32557386,2.738355474
13.36761037,2.264972715
13.40964688,2.564801544
13.45168339,2.482099533
13.4937199,2.101719858
13.53575641,2.135685205
13.57779292,2.467212596
13.61982943,2.589253681
13.66186594,2.144975127
13.70390246,2.325989044
13.74593897,2.268039347
13.78797548,2.488832886
13.83001199,2.267456033
13.8720485,2.084756955
13.91408501,2.725368125
13.95612152,2.397210088
13.99815803,2.659429431
14.04019454,2.490183464
14.08223105,2.786648829
14.12426756,2.370028425
14.16630407,2.094089835
14.20834058,2.606534868
14.25037709,2.180549054
14.2924136,2.647180238
14.33445011,2.485361542
14.37648662,2.074150568
14.41852314,2.515821879
14.46055965,2.787341689
14.50259616,2.184024349
14.54463267,2.644752177
14.58666918,2.316043764
14.62870569,2.294190956
14.6707422,2.253690824
14.71277871,2.487381427
14.75481522,2.524730389
14.79685173,2.403819503
14.83888824,2.768493531
14.88092475,2.465578604
14.92296126,2.627970606
14.96499777,2.483651757
15.00703428,2.593728107
15.04907079,2.065145598
15.0911073,2.306108091
15.13314382,2.507707092
15.17518033,2.283890786
15.21721684,2.024782484
15.25925335,2.783304747
15.30128986,2.228872173
15.34332637,2.018602566
15.38536288,2.207686206
15.42739939,2.470034698
15.4694359,2.670720474
15.51147241,2.550004817
15.55350892,2.688993002
15.59554543,2.518352011
15.63758194,2.821713353
15.67961845,2.191953068
15.72165496,2.823208588
15.76369147,2.3393282
15.80572799,2.233938513
15.8477645,2.550318411
15.88980101,2.535585191
15.93183752,2.354136757
15.97387403,2.043255295
16.01591054,2.501846583
16.05794705,2.618413346
16.09998356,2.185543891
16.14202007,2.12365159
16.18405658,2.188596207
16.22609309,2.237083972
16.2681296,2.150436998
16.31016611,2.050599213
16.35220262,2.567148646
16.39423913,2.182936841
16.43627564,2.686818383
16.47831215,2.009852594
16.52034867,2.085440052
16.56238518,2.633114721
16.60442169,2.321886535
16.6464582,2.52320487
16.68849471,2.744955382
16.73053122,2.606113053
16.77256773,2.376239185
16.81460424,2.200717976
16.85664075,2.111386308
16.89867726,2.181717181
16.94071377,2.750037087
16.98275028,2.532393339
17.02478679,2.050194304
17.0668233,2.162874833
17.10885981,2.208710408
17.15089632,2.705815563
17.19293283,2.767073391
17.23496935,2.49246618
17.27700586,2.722843589
17.31904237,2.38922394
17.36107888,2.089058778
17.40311539,2.720083388
17.4451519,2.560028835
17.48718841,2.658736356
17.52922492,2.374014439
17.57126143,2.074641665
17.61329794,2.376076981
17.65533445,2.762432257
17.69737096,2.431555231
17.73940747,2.45118788
17.78144398,2.151803886
17.82348049,2.648410054
17.865517,2.597450281
17.90755352,2.746379199
17.94959003,2.236232122
17.99162654,2.046965492
18.03366305,2.459061737
18.07569956,2.23483039
18.11773607,2.076044819
18.15977258,2.374068022
18.20180909,2.288392562
18.2438456,2.646953399
18.28588211,2.654604047
18.32791862,2.187165497
18.36995513,2.271148406
18.41199164,2.115744225
18.45402815,2.265626432
18.49606466,2.417501104
18.53810117,2.418821268
18.58013768,2.104476697
18.6221742,2.35907644
18.66421071,2.564348752
18.70624722,2.372227228
18.74828373,2.319727883
18.79032024,2.32110272
18.83235675,2.755752124
18.87439326,2.494048737
18.91642977,2.031999826
18.95846628,2.555756316
19.00050279,2.331557844
19.0425393,2.409799327
19.08457581,2.135254905
19.12661232,2.756622286
19.16864883,2.478596232
19.21068534,2.51700882
19.25272185,2.303752902
19.29475836,2.543274863
19.33679488,2.68240225
19.37883139,2.095479798
19.4208679,2.646511511
19.46290441,2.17119416
19.50494092,2.825087977
19.54697743,2.66300009
19.58901394,2.80222947
19.63105045,2.775881024
19.67308696,2.283749294
19.71512347,2.037539864
19.75715998,2.439444132
19.79919649,2.421465819
19.841233,2.762495602
19.88326951,2.095010696
19.92530602,2.104150649
19.96734253,2.860648986
20.00937904,2.604919744
20.05141556,2.348191732
20.09345207,2.768021876
20.13548858,3.134939056
20.17752509,3.151100391
20.2195616,2.851547491
20.26159811,3.598386479
20.30363462,3.785865162
20.34567113,4.083627692
20.38770764,5.134540947
20.42974415,6.221193337
20.47178066,7.216381658
20.51381717,8.80757046
20.55585368,11.31078787
20.59789019,14.18315809
20.6399267,17.85797267
20.68196321,22.32514816
20.72399973,28.10558014
20.76603624,35.13037812
20.80807275,42.64123541
20.85010926,50.54461309
20.89214577,56.51972498
20.93418228,58.91187391
20.97621879,57.74520547
21.0182553,54.02321535
21.06029181,48.04607522
21.10232832,40.99215145
21.14436483,33.82221684
21.18640134,28.00225113
21.22843785,22.95826685
21.27047436,19.49988276
21.31251087,15.42141541
21.35454738,12.70592076
21.39658389,10.91062421
21.43862041,8.995867552
21.48065692,7.605393133
21.52269343,6.777965272
21.56472994,5.797674799
21.60676645,5.003228334
21.64880296,4.610438117
21.69083947,3.829191427
21.73287598,3.596787079
21.77491249,3.413251837
21.816949,3.105260716
21.85898551,3.015755997
21.90102202,2.645974744
21.94305853,3.228561692
21.98509504,2.673353589
22.02713155,2.508816606
22.06916806,2.296026058
22.11120457,2.34762274
22.15324109,2.30064026
22.1952776,2.383771163
22.23731411,2.377175575
22.27935062,2.295317723
22.32138713,2.216196208
22.36342364,2.240106972
22.40546015,2.719381893
22.44749666,2.768941145
22.48953317,2.530111062
22.53156968,2.710425462
22.57360619,2.699307753
22.6156427,2.122018859
22.65767921,2.551229382
22.69971572,2.016219275
22.74175223,2.503942549
22.78378874,2.399961339
22.82582526,2.554543412
22.86786177,2.020688321
22.90989828,2.450558331
22.95193479,2.072068864
22.9939713,2.41182698
23.03600781,2.789571357
23.07804432,2.251052702
23.12008083,2.081550462
23.16211734,2.175290823
23.20415385,2.611675016
23.24619036,2.25504228
23.28822687,2.282073734
23.33026338,2.082408663
23.37229989,2.572656427
23.4143364,2.029169454
23.45637291,2.569502164
23.49840942,2.470838818
23.54044594,2.424856877
23.58248245,2.613142582
23.62451896,2.627432162
23.66655547,2.737455947
23.70859198,2.060175963
23.75062849,2.621091999
23.792665,2.125074534
23.83470151,2.156935105
23.87673802,2.024063292
23.91877453,2.235163939
23.96081104,2.725420548
24.00284755,2.000371733
24.04488406,2.318340008
24.08692057,2.81320425
24.12895708,2.21111098
24.17099359,2.553776016
24.2130301,2.53553059
24.25506662,2.331894818
24.29710313,2.733514427
24.33913964,2.291291628
24.38117615,2.355161598
24.42321266,2.765248341
24.46524917,2.15662356
24.50728568,2.415483471
24.54932219,2.638589556
24.5913587,2.788548969
24.63339521,2.599815324
24.67543172,2.034431327
24.71746823,2.680870975
24.75950474,2.436099995
24.80154125,2.153647156
24.84357776,2.672934065
24.88561427,2.771465468
24.92765078,2.453330637
24.9696873,2.573797827
25.01172381,2.381538396
25.05376032,2.502818979
25.09579683,2.65479892
25.13783334,2.201998382
25.17986985,2.708054792
25.22190636,2.477441229
25.26394287,2.798935029
25.30597938,2.60096958
25.34801589,2.790940312
25.3900524,2.502198557
25.43208891,2.66105757
25.47412542,2.626763856
25.51616193,2.435558794
25.55819844,2.089626352
25.60023495,2.40733432
25.64227147,2.020676724
25.68430798,2.159615261
25.72634449,2.104910887
25.768381,2.66361442
25.81041751,2.211081902
25.85245402,2.324991431
25.89449053,2.39517735
25.93652704,2.203576924
25.97856355,2.741939411
26.02060006,2.255160228
26.06263657,2.62325874
26.10467308,2.443129523
26.14670959,2.38350761
26.1887461,2.501876968
26.23078261,2.008839706
26.27281912,2.59390174
26.31485563,2.481101217
26.35689215,2.281882676
26.39892866,2.611177839
26.44096517,2.52536969
26.48300168,2.441371556
26.52503819,2.292025436
26.5670747,2.360245879
